ebid,name,stub,area,type,longitude,latitude,function,url,address1,address2,city,postcode,timestamp
0322,"Roxburgh Street (1)",roxburgh-street,central,building,-3.1833046674728394,55.9478807820734050,,,"1 Roxburgh Street",,Edinburgh,"EH8 9TA","2015-12-17 10:10:41"
,"Western General Hospital",western-general,westerngeneral,building,-3.2348728179931640,55.9620294457321560,,,"Crewe Road South",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
0271-0272,"Hope Park Square",hope-park,central,building,-3.1860485672950745,55.9420752097637600,,,"Hope Park Square",,Edinburgh,"EH8 9NW","2015-12-17 10:10:39"
,"Careers Service (King's Buildings)",,kb,building,-3.1792491674423218,55.9232092176204700,,,"Weir Building","Max Born Crescent",Edinburgh,"EH9 3BF","2014-10-23 14:26:19"
,"Peffermill Playing Fields Office",peffermill,NULL,building,-3.1566488742828370,55.9299834785229400,,,"Laurie Liddell Clubhouse","42 Peffermill Road",Edinburgh,"EH16 5LL","2014-09-30 15:21:50"
,Firbush,firbush,NULL,building,-4.2703503370285030,56.4751287681757600,,,Killin,Perthshire,,"FK21 8SU","2014-09-30 15:21:50"
,"Royal Observatory, Edinburgh",royal-observatory,NULL,building,-3.1872367858886720,55.9228601538269600,,,"Blackford Hill",,Edinburgh,"EH9 3HJ","2014-09-30 15:21:50"
,"C.H. Waddington Building",ch-waddington,kb,building,-3.1700813770294190,55.9216402092597900,,http://csbe.bio.ed.ac.uk,"Max Born Crescent","King's Buildings",Edinburgh,"EH9 3BF","2015-12-17 10:10:42"
,Labyrinth,labyrinth,central,building,-3.1895273923873900,55.9438284590276300,,http://www.ed.ac.uk/schools-departments/labyrinth/,"George Square",,Edinburgh,"EH8 9JZ.","2015-12-17 10:10:39"
,"Institute for Academic Development",academic-development,central,building,-3.1821757704892660,55.9498129209811600,,,"1 Morgan Lane",,Edinburgh,"EH8 8FP","2016-01-19 11:03:59"
,"Royal Edinburgh Hospital",royal-edinburgh-hospital,NULL,building,-3.2134473323822020,55.9278273042274700,,,,,Edinburgh,"EH10 5HF","2014-09-30 15:21:50"
,"Hospital for Small Animals",small-animals-hospital,easter,building,-3.2022893428802490,55.8650834942677400,,,"Easter Bush",Midlothian,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Old Faculty Office",old-faculty-office,kb,building,-3.1785035133361816,55.9235578775196900,,,"Max Born Crescent ","King's Buildings",Edinburgh,"EH9 3BF","2014-10-23 14:49:29"
,"Infirmary Street (9-11)","Infirmary Steet",central,building,-3.1853377819061280,55.9483347520127000,,,"9-11 Infirmary Street","EH1 1NP",,,"2015-12-17 10:10:40"
,"Bristo Square (7)",bristo-square,central,building,-3.1881058216094970,55.9456913586793300,,,"7 Bristo Square",,Edinburgh,"EH8 9AL","2015-12-17 10:10:40"
,"John McIntyre Conference Centre",john-mcIntyre-conference-centre,central,building,-3.1700706481933594,55.9400090542789300,,,18,"Holyrood Park Road",Edinburgh,"EH16 5AY","2014-09-30 15:21:50"
,"Library Annexe",library-annexe,NULL,building,-3.3035373687744140,55.9305003655093700,,,"Unit 1a","20 To 22 South Gyle Crescent",Edinburgh,"EH12 9EB","2014-09-30 15:21:50"
,"Old Surgeons' Hall",old-surgeons-hall,central,building,-3.1831464171409607,55.9484864412690800,,,"Surgeons Square","High School Yards",Edinburgh,"EH1 1LZ","2015-12-17 10:10:41"
,"Old Infirmary (Geography)",institute-of-geography,central,building,-3.1837606430053710,55.9482334252486500,,,"1 Drummond Street",,Edinburgh,"EH8 9XP","2015-12-17 10:10:41"
,"Drummond Library (GeoSciences)",drummond-library,central,building,-3.1829774379730225,55.9486869905629200,,,"High School Yards",,Edinburgh,"EH1 1LZ","2015-12-17 10:10:41"
,"Chisholm House",chisholm-house,central,building,-3.1830418109893800,55.9488491914385600,,,"1 Surgeons Square","High School Yards",Edinburgh,"EH1 1LZ","2015-12-17 10:10:41"
,"Drummond Street Annex",drummond-street-annex,central,building,-3.1829130649566650,55.9482574553323400,,,"1 Drummond Street",NULL,Edinburgh,"EH1 1LZ","2014-09-30 15:21:50"
,"Evolution House",evolution-house,central,building,-3.2005995512008667,55.9460736605762700,,,"78 Westport",NULL,Edinburgh,"EH1 2LE","2014-09-30 15:21:50"
,"Hunter Building",hunter-building,central,building,-3.1980729103088380,55.9451282124570850,,,"Lauriston Place",NULL,Edinburgh,"EH3 9DF","2014-09-30 15:21:50"
,"ECA Main Building",eca-main-building,central,building,-3.1990599632263184,55.9458551741833600,,,"Lauriston Place",NULL,Edinburgh,"EH3 9DF","2014-09-30 15:21:50"
,"William Robertson Wing",william-robertson-wing,central,building,-3.1907665729522705,55.9450080521798600,,,"Doorway 4","Teviot Place",Edinburgh,"EH8 9AG","2015-12-21 14:50:02"
,"Economics, School of",economics,central,building,-3.1860029697418213,55.9431288972300800,,,"30-31 Buccleuch Place",,Edinburgh,"EH8 9JT","2015-12-17 10:10:39"
,"Scottish Centre for Regenerative Medicine",SCRM,littlefrance,building,-3.1307816505432130,55.9213756958468900,,,"Edinburgh bioQuarter","5 Little France Drive",Edinburgh,"EH16 4UU","2014-09-30 15:21:50"
,"Clinical Research Imaging Centre",clinical-research-imaging-centre,littlefrance,building,-3.1395041942596436,55.9218746628211960,,,"47 Little France Crescent",NULL,Edinburgh,"EH16 4TJ","2014-09-30 15:21:50"
,"Riddell-Swan Veterinary Cancer Centre",riddell-swan-building,easter,building,-3.2020211219787598,55.8647884927243440,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Equine Hospital",equine-hospital,easter,building,-3.1992530822753906,55.8642948116602700,,,"Easter Bush Campus",NULL,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Easter Bush Campus Service Centre",easter-campus-management,easter,building,-3.1989848613739014,55.8665524481898640,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Sir Alexander Robertson Building",alexander-robertson,easter,building,-3.1983304023742676,55.8648005336474900,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Farm Animal Practice and Equine Clinical Unit",farm-animal-practice,easter,building,-3.1991994380950928,55.8648607382074200,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Farm Animal Hospital",farm-animal-unit,easter,building,-3.1998538970947266,55.8641382773298200,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Scintigraphy and Exotic Animal Unit",scintigraphy-exotics,easter,building,-3.1989204883575440,55.8637529593674600,,,"Easter Bush",Roslin,Edinburgh,"EH25 9RG","2014-09-30 15:21:50"
,"Biomedical Research Facility",biomedical-research-facility,westerngeneral,building,-3.2382416725158690,55.9628822006132100,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"CJD Surveillance Unit",cjd-surveillance-unit,westerngeneral,building,-3.2370507717132570,55.9621555585534200,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"Wellcome Trust Clinical Research Facility",wellcome-trust-clinical-research,westerngeneral,building,-3.2354736328125000,55.9622036014248400,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"Clinical Neurosciences",clinical-neurosciences,westerngeneral,building,-3.2371473312377930,55.9618192567835000,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"Bramwell Dott Building",bramwell-dott-building,westerngeneral,building,-3.2368093729019165,55.9613568370782500,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"Division of Pathology Laboratories",pathology-labs,westerngeneral,building,-3.2339179515838623,55.9620714833849000,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"IGMM Complex",igmm-complex,westerngeneral,building,-3.2323193550109863,55.9622936816480400,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
,"Noreen and Kenneth Murray Library",noreen-kenneth-murray-library,kb,building,-3.1750380992889404,55.9229507263602100,,,"King's Buildings","Thomas Bayes Road",Edinburgh,"EH9 3FG","2015-12-17 10:10:42"
,"Anatomical Museum",anatomical-museum,central,building,-3.1900537014010410,55.9450908404547600,"School of Biomedical Sciences",http://www.anatomy.mvm.ed.ac.uk/museum/index.php,"Doorway 3, Medical School","Teviot Place",Edinburgh,"EH8 9AG","2015-12-21 14:50:02"
,"Reid Museum of Musical Instruments",reid-museum,central,building,-3.1891578435900670,55.9449286238358500,"Reid Concert Hall",,"Reid Concert Hall","Bristo Square",Edinburgh,"EH8 9AL","2015-12-21 14:50:02"
,"Law and Europa Library",NULL,central,lib,-3.1871294975280760,55.9476619053750600,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Moray House Library",NULL,central,lib,-3.1807780265808105,55.9506025195216950,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Library Annexe",NULL,NULL,lib,-3.3034408092498780,55.9304943552351800,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"New College Library",,central,lib,-3.1952404975891113,55.9495242201428600,,,,,,,"2014-09-30 15:21:50"
,"Main Library",NULL,central,lib,-3.1888461112976074,55.9426872835810500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Noreen and Kenneth Murray Library",NULL,kb,lib,-3.1750273704528810,55.9228966233201300,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Darwin Learning & Teaching Cluster",darwin-learning-teaching,kb,building,-3.1713849306106567,55.9217424071404140,,,"Max Born Crescent","King's Buildings",Edinburgh,"EH9 3BF","2015-12-17 10:10:43"
,,,kb,cafe,-3.1720983982086180,55.9215921160462400,,,,,,,"2015-12-17 10:23:39"
,,,kb,cafe,-3.1745982170104980,55.9216762791307640,,,,,,,"2015-12-17 10:23:59"
,NULL,NULL,kb,cafe,-3.1749308109283447,55.9229387034689500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"King's House Building",NULL,kb,cafe,-3.1749415397644043,55.9235518661687000,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1892108917236330,55.9427834175932800,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1864213943481445,55.9436486129654800,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1952190399169920,55.9493800441337540,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1816363334655760,55.9476979510270500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1886315345764160,55.9450184661097500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1881594657897950,55.9462320674501900,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,central,cafe,-3.1869363784790040,55.9429636682230500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,NULL,NULL,kb,busshut,-3.1770122051239014,55.9222053000489200,,,NULL,NULL,,,"2014-09-30 15:21:50"
,,,central,busshut,-3.1870597600936890,55.9458145207855700,,,,,,,"2014-09-30 15:21:50"
,"Mayfield, after Rankin Drive",NULL,kb,buspub,-3.1725382804870605,55.9247781624674100,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Mayfield, before Rankin Drive",NULL,kb,buspub,-3.1726455688476562,55.9246789781796000,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Mayfield, after Mayfield Road",NULL,kb,buspub,-3.1740376353263855,55.9243829265988400,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Mayfield, before Observatory Road",NULL,kb,buspub,-3.1798875331878660,55.9245843020317250,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Newington, at Kings Hall",NULL,central,buspub,-3.1806921958923340,55.9406984576726500,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"South Side, opp Meadow Lane",NULL,central,buspub,-3.1845009326934814,55.9431679512560000,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"South Side, before Marshall Street",NULL,central,buspub,-3.1853377819061280,55.9458475642108300,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"South Side, Potterow (NW-bound)",NULL,central,buspub,-3.1861424446105957,55.9444176592925600,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"South Side, Potterrow (SE-bound)",NULL,central,buspub,-3.1867969036102295,55.9456072477475400,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Easter Bush parking",,NULL,parkperm,-3.1978822946985020,55.8660555787854400,,,,,,,"2015-12-17 10:33:41"
,"Canongate, after Gullan's Close",NULL,central,buspub,-3.1811615824699400,55.9494806670300300,,,NULL,NULL,,,"2014-09-30 15:21:50"
,"Student Recruitment and Admissions",student-recruitment-admissions,central,building,-3.1854933500289917,55.9431919844831500,,http://www.ed.ac.uk/schools-departments/student-recruitment/,"33 Buccleuch Place",,Edinburgh,"EH8 9JT","2015-12-17 10:10:39"
,"George Square (16-22)",16-27-george-square,central,building,-3.1905305385589600,55.9434923985642300,,,"16-22 George Square",,Edinbrugh,"EH8 9LD","2015-12-17 11:15:31"
,"George Square (2-15)",1-15-george-square,central,building,-3.1889963150024414,55.9444476998548050,,,"1-15 George Square",,Edinburgh,"EH8 9JZ","2015-12-21 14:37:59"
,"George Square (55-60)",55-60-george-square,central,building,-3.1872904300689697,55.9441773339558350,,,"55-60 George Square",,Edinburgh,"EH8 9JU","2015-12-17 10:10:40"
,"George Square (1)",1-george-square,central,building,-3.1880736351013184,55.9445678618707000,,,"1 George Square",,Edinburgh,"EH8 9JZ","2016-01-19 11:05:17"
NULL,"FloWave Ocean Energy Research Facility",flowave,kb,building,-3.1787583231925964,55.9221391728290200,,http://www.flowavett.co.uk/,"Building 29, King's Buildings","Max Born Crescent",Edinburgh,"EH9 3BF","2014-10-23 14:33:54"
,"Edinburgh Dental Institute",dental,central,building,-3.1972124129561053,55.9444931361609100,,http://www.dentistry.ed.ac.uk,"4th Floor, Lauriston Building","Lauriston Place",Edinburgh,"EH3 9HA","2015-12-17 09:50:06"
,"Medical Education Centre",medical-education-centre,westerngeneral,building,-3.2344329357147217,55.9623867643250750,,,"Western General Hospital",,Edinburgh,"EH4 2XU","2015-12-17 10:10:42"
NULL,,,westerngeneral,lib,-3.2351732254028320,55.9615092792800440,,,,,,,"2014-09-30 15:21:50"
NULL,,,littlefrance,lib,-3.1371599435806274,55.9220994567561860,,,,,,,"2014-09-30 15:21:50"
NULL,,,easter,lib,-3.2009696960449220,55.8659383840456200,,,,,,,"2014-09-30 15:21:50"
NULL,"Edinburgh College of Art Library",,general,lib,-3.2006961107254030,55.9461449537695200,,,,,,,"2014-09-30 15:21:50"
NULL,,,central,busshut,-3.1833221018314360,55.9414517900753700,,,,,,,"2014-09-30 15:21:50"
NULL,"Arcadia Nursery",arcadia,kb,building,-3.1770189106464386,55.9243168030941800,,,"Max Born Crescent",,Edinburgh,"EH9 3BF","2014-10-23 14:33:54"
NULL,"Christina Miller Building",christina-miller,kb,building,-3.1762893497943880,55.9228830975483100,,,"KB Square","King's Buildings",Edinburgh,"EH9 3DL","2014-10-23 14:35:09"
,"St Leonard's Land",st-leonards-land,central,building,-3.1796447932720184,55.9494235973597600,,,"Holyrood Road",,Edinburgh,"EH8 8AQ","2015-12-17 10:10:41"
,"Forrest Hill Building",forrest-hill-building,central,building,-3.1919199228286743,55.9460157848478160,NULL,,"5 Forrest Hill",,Edinburgh,"EH1 2QL","2015-03-10 11:06:08"
,"Sport and Exercise, Centre for",centre-sport-exercise,central,building,-3.1814534553996054,55.9482471864297600,NULL,,"46 Pleasance",,Edinburgh,"EH8 9TJ","2015-12-21 14:50:02"
,"High School Yards",high-school-yards,central,building,-3.1839591264724730,55.9486696690834200,NULL,,,,Edinburgh,"EH1 1LZ","2015-12-17 11:28:45"
,"North-East Studio Building",north-east-studio,central,building,-3.1977570356684737,55.9459624149394800,NULL,,"Lauriston Place",,Edinburgh,"EH3 9DF","2015-09-16 11:57:25"
,"Paterson's Land",patersons-land,NULL,building,-3.1797011196613310,55.9500919079601800,NULL,,"Holyrood Road",,Edinburgh,"EH8 8AQ","2015-12-17 10:10:41"
,,,NULL,cafe,-3.1729686856488115,55.9231685404523900,NULL,,,,,,"2015-12-17 10:23:39"
,,,NULL,cafe,-3.1762517094830400,55.9222427721145700,NULL,,,,,,"2015-12-17 10:23:49"
,,,NULL,cafe,-3.1714344620922930,55.9224591874726100,NULL,,,,,,"2015-12-17 10:23:59"
,"KB Parking",,NULL,parkperm,-3.1742025017956620,55.9227236934914600,NULL,,,,,,"2015-12-17 10:29:10"
,"KB Parking",,NULL,parkperm,-3.1717342436422770,55.9233361582522050,NULL,,,,,,"2015-12-17 10:29:32"
,"KB Parking",,NULL,parkperm,-3.1727052033056680,55.9236487490076540,NULL,,,,,,"2015-12-17 10:29:32"
,"Western General Hospital parking",,NULL,parkpub,-3.2334591157268733,55.9638458310991100,NULL,,,,,,"2015-12-17 10:30:09"
,"Little France parking",,NULL,parkpub,-3.1413413293194026,55.9211260096090200,NULL,,,,,,"2015-12-17 10:30:52"
,"Little France parking",,NULL,parkpub,-3.1371141672570957,55.9234344443077600,NULL,,,,,,"2015-12-17 10:31:01"
,"Little France parking",,NULL,parkpub,-3.1331968903759844,55.9223389568673200,NULL,,,,,,"2015-12-17 10:31:09"
,"Little France parking",,NULL,parkpub,-3.1334972977856523,55.9211246068480750,NULL,,,,,,"2015-12-17 10:31:17"
,"Little France parking",,NULL,parkpub,-3.1315137148340000,55.9188775582341100,NULL,,,,,,"2015-12-17 10:31:55"
,"Easter Bush parking",,NULL,parkperm,-3.2006288773845880,55.8668261652064100,NULL,,,,,,"2015-12-17 10:32:31"
,"Easter Bush parking",,NULL,parkperm,-3.1978822946985020,55.8660555787854400,NULL,,,,,,"2015-12-17 10:33:40"
,"Easter Bush parking",,NULL,parkperm,-3.2033420205334550,55.8643564218187340,NULL,,,,,,"2015-12-17 10:33:53"
,"Easter Bush parking",,NULL,parkperm,-3.2016408741583290,55.8647711337324200,NULL,,,,,,"2015-12-17 10:34:01"
,"Easter Bush parking",,NULL,parkperm,-3.2017481625189250,55.8652286812019340,NULL,,,,,,"2015-12-17 10:34:23"
,"Wilkie Building",wilkie,central,building,-3.1891815438893900,55.9447400183455340,NULL,,"Medical School","22 - 23 Teviot Row",Edinburgh,"EH8 9AG","2015-12-21 14:50:02"
,"George Square (27-29)",27-29-george-sq,central,building,-3.1902951300253335,55.9430755233431750,NULL,,"27-29 George Square",,Edinburgh,"EH8 9LD","2015-12-21 14:37:59"
,"Buccleuch Place (17-25)",17-25-buccleuch,central,building,-3.1878757776576094,55.9424656737581000,NULL,,"17-25 Buccleuch Place",,Edinburgh,"EH8 9LN","2015-12-17 11:47:46"
,"Buccleuch Place (14-16)",14-16-buccleuch,central,building,-3.1867445111493000,55.9426225932921140,NULL,,"14-16 Buccleuch Place",,Edinburgh,"EH8 9LN","2015-12-17 11:48:01"
,Chaplaincy,chaplaincy,central,building,-3.1882885248342063,55.9462294139965200,NULL,,"1 Bristo Square",,Edinburgh,"EH8 9AL","2015-12-17 11:20:06"
,"Lister Postgraduate Institute",lister-postgrad,central,building,-3.1843734387075530,55.9471766876073300,NULL,,"11 Hill Square",,Edinburgh,"EH8 9DR","2015-12-17 11:21:41"
,"Old Kirk",old-kirk,central,building,-3.1805157959570350,55.9497682168029700,NULL,,"37 Holyrood Rd",,Edinburgh,"EH8 8AQ","2015-12-17 11:30:29"
,"Outreach Centre",outreach,central,building,-3.1820768416037026,55.9495309283313200,NULL,,"9C Holyrood Road",,Edinburgh,"EH8 8FP","2016-01-19 10:58:48"
,Biospace,biospace,kb,building,-3.1787515282849200,55.9224952565814800,NULL,,"Max Born Crescent",,Edinburgh,"EH9 3BF","2015-12-17 11:36:45"
,"UK Biochar Research Centre",biochar-research,kb,building,-3.1784296632031330,55.9231865746809500,NULL,,"Max Born Crescent",,Edinburgh,"EH9 3BF","2015-12-17 11:37:58"
,"Anne Rowling Regenerative Neurology Clinic",regenerative-neurology,littlefrance,building,-3.1377825290019246,55.9218908679254340,NULL,,"49 Little France Crescent",,Edinburgh,"EH16 4SB","2015-12-17 11:46:51"
,"Minto House",minto-house,central,building,-3.1890824587026145,55.9477839098566900,NULL,,"20-22 Chambers Street",,Edinburgh,"EH1 1HT","2015-12-21 14:12:48"
,"Adam House",adam-house,central,building,-3.1873882416402920,55.9480778301324100,NULL,,"3 Chambers Street",,Edinburgh,"EH1 1HT","2015-12-21 14:12:35"
,"Old College",old-college,central,building,-3.1864655617391690,55.9475371471338900,NULL,,"South Bridge",,Edinburgh,"EH8 9YL","2015-12-21 14:37:26"
,"Institute for Advanced Studies in the Humanities",iash,central,building,-3.1859871894175740,55.9421498800494850,NULL,,"Hope Park Square",,Edinburgh,"EH8 9NW","2015-12-21 14:43:21"
,"Scottish Microelectronic Centre",scottish-micro-electronic-centre,central,building,-3.1778985858181840,55.9221375697679600,NULL,,"Alexander Crum Brown Road",,Edinburgh,"EH9 3FF","2015-12-22 10:18:34"
,"Argyle House",argyle,central,building,-3.2017106117564254,55.9467404269524100,NULL,,"3 Lady Lawson Street",,Edinburgh,"EH3 9DR","2016-01-07 14:09:58"
,"Psychology Building",psychology-building,central,building,-3.1886053385096600,55.9444754372987800,NULL,,"7 George Square",,Edinburgh,"EH8 9JZ","2016-01-19 11:05:17"
